,Column,Importance,Confidence(%),Average CTR 1,Average CTR 0,Variation 1/0,Variation Overall,Standard Deviation,Frequency
0,contentFeaturization_foregroundColors##dark_pink,7.981257935985221,99.42934144285385,0.3059633612214332,0.4155690963732934,-26.37485224681014,-25.21458502911994,0.04874034263977,6
4,contentFeaturization_foregroundColors##pink,5.229136153404665,97.56803488916967,0.3449824684933543,0.4160933558068612,-17.090128049656844,-15.677298873435335,0.0946096183222466,10
5,contentFeaturization_visualContentDensity##low,3.2837792941260617,92.70313236211574,0.4032409946555608,0.4577711732280663,-11.912104073302586,-1.437397608004754,0.0954885083468755,91
8,contentFeaturization_tags##active_wear,3.609685444262641,93.96750951842562,0.3438942876017536,0.4139279305889736,-16.919284206690257,-15.943278627406093,0.084467655659464,7
9,contentFeaturization_foregroundColors##black,2.4651067247186225,88.04413012457513,0.3845993843442343,0.4179497338916059,-7.979512090327316,-5.993892729814535,0.0614038502551227,27
10,contentFeaturization_tags##tank_top,2.624557151730844,89.1628744323362,0.3484417483006077,0.412914197180845,-15.614006328777352,-14.831760783995282,0.0814532773641841,6
12,contentFeaturization_tags##dress,1.437287642566821,76.65879899329036,0.3748725489866586,0.4128444340141107,-9.197625521615771,-8.371384648016042,0.0535078727310792,10
13,contentFeaturization_tags##leggings,3.0350061756419504,91.54391688919297,0.3567869114107262,0.4141863571663251,-13.858362247443344,-12.791985551763396,0.1116412366056636,9
15,contentFeaturization_foregroundColors##brown,0.1908578655790456,33.68545123492033,0.4052182594540559,0.4135130710134532,-2.005936968103109,-0.954102589044132,0.1119405368539851,54
16,contentFeaturization_tags##camisole,1.4207268517519087,76.38951956054984,0.3809734034581426,0.413599838303986,-7.888406093104836,-6.8801769050187565,0.0868647551698098,14
17,contentFeaturization_tags##underpants,1.3350489240532202,74.93376909589375,0.396867561588952,0.4187960201344199,-5.23607137871788,-2.9952306595592924,0.080862872530936,45
18,contentFeaturization_tags##corset,0.581369710229719,55.24292740652368,0.3902516253651734,0.4118780032518822,-5.250675616557075,-4.61233779925395,0.0565025130194854,13
19,contentFeaturization_tags##tan,1.5429007096582843,78.29082521855996,0.3918274751906351,0.4170276316152064,-6.042802566095576,-4.227159055438125,0.0837198374154594,32
21,contentFeaturization_tags##holding,0.8815277157357921,64.99541307783355,0.3764548086625434,0.4115287343002838,-8.522837584446222,-7.984639169798164,0.1007945290979458,7
24,contentFeaturization_backgroundColors##orange,0.2897587649088952,40.842869287002756,0.3981069093322296,0.4114820125141028,-3.250470925849954,-2.6923017895657204,0.0702923408457671,18
25,contentFeaturization_tags##blonde,0.4665046541883384,50.382105089906325,0.3853087614896355,0.4108763377761824,-6.222693773247746,-5.8205024781912735,0.1325475558966428,7
26,contentFeaturization_backgroundColors##brown,0.5239126776610304,52.91327254757658,0.3856471887484754,0.4111195309486911,-6.195848234559971,-5.737782041048853,0.108581937542567,8
28,contentFeaturization_backgroundColors##khaki,0.2364800876976142,37.21759741283444,0.3933279164953464,0.4104658519915107,-4.175240257627758,-3.860412118274392,0.0793282652510371,8
29,contentFeaturization_tags##back,0.230690394056933,36.79385965814621,0.3960322436496437,0.4107039421870185,-3.5723296102898985,-3.199404121618289,0.0744178535227756,11
32,contentFeaturization_tags##face,0.0045900169925384,5.387980800264924,0.406918778896603,0.4093091828509781,-0.584009363710114,-0.5384513435183605,0.1076444691643213,8
33,contentFeaturization_tags##waist,0.161081356246712,31.098074681956554,0.402617766181537,0.4113467302426949,-2.122045325608355,-1.5897308804118586,0.0753544172608268,26
35,contentFeaturization_foregroundColors##orange,0.4108883088817743,47.701468732641985,0.4063127051992015,0.422230343468436,-3.7698944463531823,-0.6865915416851225,0.0773607466292366,84
36,contentFeaturization_visualAttentionSpread##high,0.0050709000472029,5.662735624650839,0.4076624902730897,0.4094343880267757,-0.4327672040996316,-0.3566689115072597,0.0806762277938753,18
39,contentFeaturization_tags##leg,0.002906528312242,4.288734686149997,0.408269360748708,0.4094285423859953,-0.2831218435656717,-0.2083339599904866,0.0803834160278784,27
40,contentFeaturization_backgroundColors##off_white,0.161820831706239,31.16558143864596,0.4055970456202626,0.4132462959585176,-1.851014857982616,-0.8615173837047975,0.083703730970111,55
41,contentFeaturization_tags##skin,0.1787191075073785,32.66159841775309,0.4022715397107768,0.4114651761405865,-2.234365618991878,-1.6743576480952045,0.0785047997379498,26
42,contentFeaturization_tags##hair,0.0298862507143629,13.69019950097673,0.4055796306090655,0.4098807150976379,-1.0493502939136454,-0.8657740660536111,0.1021417144684434,18
